2019,0,0,,2,1,3,1,3,0
2019,0,2,3,0,1,1,-1,4,0
0,1,1,0,2,3,5,-1,5,0
2018,1,1,1,2,3,5,-1,6,0
2018,1,0,,3,3,6,0,6,0
2016,0,2,,1,1,2,0,2,0
2017,0,1,1,0,1,1,-1,2,0
2017,0,1,0,1,1,2,0,2,0
2020,0,0,,3,3,6,0,6,0
2018,1,0,,3,3,6,0,6,0
2018,1,1,1,1,2,3,-1,4,0
2017,0,1,1,2,1,3,1,4,0
2020,0,0,,2,2,4,0,4,0
2018,0,1,1,2,1,3,1,4,0
0,3,2,,1,1,2,0,2,0
2020,0,0,,1,1,2,0,2,0
2020,0,1,0,0,0,0,0,0,0
2018,0,2,1,1,1,2,0,3,0
2020,0,1,2,0,0,0,0,2,0
2016,3,1,1,2,1,3,1,4,0
2019,0,1,0,0,0,0,0,0,0
2020,0,1,0,1,1,2,0,2,0
,3,0,,2,0,3,2,3,0
2017,2,1,1,2,3,5,-1,6,0
2018,0,1,0,2,2,4,0,4,0
2017,0,0,,1,1,,,,
