2017,2,2,1,2,2,4,0,5,0
0,3,3,,1,2,3,-1,3,0
2018,1,1,3,2,1,3,1,6,0
2018,1,3,,0,1,1,-1,1,0
2018,1,0,,2,1,3,1,3,0
0,0,1,1,2,3,5,-1,6,0
2018,0,2,0,1,0,1,1,1,0
2017,2,2,3,2,1,3,1,6,0
2019,0,2,1,0,1,1,-1,2,0
2020,0,1,2,2,3,5,-1,7,0
2018,0,2,0,0,0,0,0,0,0
2018,1,2,1,1,0,1,1,2,0
2018,1,2,3,0,1,1,-1,4,0
2018,1,0,,2,2,4,0,4,0
2020,0,2,0,1,1,2,0,2,0
0,0,0,,1,0,1,1,1,0
2017,1,0,,2,1,3,1,3,0
0,1,0,,1,1,2,0,2,0
2018,1,0,,2,3,5,-1,5,0
2016 ,1,3,,1,1,2,0,2,0
2017,2,0,,0,1,1,-1,1,0
0,3,0,,0,0,0,0,0,0
2017,1,2,1,0,0,0,0,1,0
2018,1,0,,1,2,3,-1,3,0
2018,1,0,,2,1,3,1,3,0
2018,0,3,,1,2,3,-1,3,0
2017,1,0,,0,0,0,0,0,0
2014,1,1,0,1,1,2,0,2,0
0,3,2,0,1,3,4,-2,4,0
2017,1,3,,0,0,0,0,0,0
2018,1,0,,0,1,1,-1,1,0
2020,0,0,,1,1,2,0,2,0
2018,0,1,2.5,2,1,3,1,5.5,0
2016,0,2,,1,1,2,0,2,0
2017,1,1,1,1,3,2,-2,3,0
2018,1,0,,2,1,3,1,3,0
2020,0,2,1,1,2,3,-1,4,0
2017,1,1,1,1,3,4,-2,5,0
2017,1,1,1,1,2,3,-1,4,0
0,0,2,1,1,2,3,-1,4,0
0,3,3,,1,1,2,0,2,0
2018,1,2,3,1,2,3,-1,6,0
2014,0,1,1,1,1,2,0,3,0
0,3,2,0,1,1,2,0,2,0
2018,1,0,,1,1,2,0,2,0
2020,0,1,NA,2,1,3,1,#VALUE!,0
2018,0,2,,2,2,4,0,4,1
2018,1,0,,3,2,5,1,5,0
2018,1,0,,1,1,2,0,2,0
2018,1,1,0,2,2,4,0,4,0
2017,0,1,1,1,1,2,0,3,0
2018,1,0,,1,1,2,0,2,0
2018,1,1,1,3,1,3,2,4,0
0,1,0,,1,1,2,0,2,0
0,0,0,,3,2,5,1,5,0
0,1,0,,1,1,2,0,2,0
2018,1,1,1.5,3,2,5,1,7,0
2018,0,2,0,2,1,3,1,3,0
2017,0,1,3,2,0,5,2,8,1
2018,1,0,,2,1,3,1,3,0
2018,0,1,1,1,2,3,-1,4,0
2017,1,1,1,1,0,1,1,2,0
2019,0,1,2,1,1,2,0,4,0
2017,0,1,1,2,1,3,1,4,0
2018,1,3,,0,0,0,0,0,0
2018,1,0,,2,1,3,1,3,0
2018,0,1,1,1,1,2,0,3,0
2019,0,1,1,1,2,3,-1,4,0
2019,0,1,0,2,1,3,1,3,0
2018,1,0,,0,0,0,0,0,0
2018,1,3,,2,2,4,0,4,0
0,3,1,2,1,3,2,-2,4,0
2018,0,1,0,2,1,3,1,3,0
0,3,3,,0,1,1,-1,1,0
2018,1,3,,0,2,2,-2,2,0
2018,1,2,0,2,2,4,0,4,0
2018,1,1,1,3,2,5,1,6,0
0,3,0,,0,0,0,0,0,0
2019,1,0,,3,2,5,1,5,0
2020,0,1,0,3,1,2,2,2,0
2018,1,0,,1,1,2,0,2,0
2018,0,1,3,2,1,3,1,6,0
2018,1,1,0,3,1,4,2,4,0
2019,0,2,1,0,0,0,0,1,0
2017,0,3,,3,2,5,1,5,0
0,3,0,,3,2,5,1,5,0
0,3,3,0,0,0,0,0,0,0
2018,1,0,,2,1,3,1,3,0
2012,1,2,0,1,2,3,-1,3,0
2018,1,0,,3,2,5,1,5,0
0,3,1,3,2,1,3,1,6,0
2020,0,2,0,1,2,3,-1,3,0
2019,0,2,0,1,1,2,0,2,0
2018,1,2,,1,2,3,-1,3,0
2018,0,1,2,2,2,4,0,6,0
2017,1,2,2,1,1,2,0,4,0
2018,0,2,2,2,1,3,1,5,0
2018,0,2,2,2,2,4,0,6,1
0,1,1,2,1,3,3,-2,5,0
2018,1,0,,2,2,4,0,4,0
2017,0,0,,1,1,2,0,2,0
2018,1,2,2,3,3,6,0,8,0
2017,1,2,0,0,1,1,-1,1,0
2018,1,0,,2,2,4,0,4,0
2018,1,2,2,1,1,2,0,4,0
2018,1,1,3,1,1,2,0,5,0
2017,0,0,,1,1,2,0,2,0
2019,0,2,0,1,1,2,0,2,0
2018,1,0,,1,1,2,0,2,0
2017,0,1,1,1,2,3,-1,4,0
2018,0,1,2,1,1,2,0,4,0
2019,0,1,3,1,2,3,-1,6,0
0,3,2,0,1,2,3,-1,3,0
0,3,2,3,1,2,3,-1,6,1
0,1,3,,0,1,1,-1,1,0
2017,0,0,,2,2,4,0,4,0
2018,0,0,,0,1,1,-1,1,0
0,3,0,,1,1,2,0,2,0
2017,0,2,0,0,1,1,-1,1,0
2018,1,0,,2,2,4,0,4,0
2018,0,2,3,1,1,2,0,5,0
2018,0,1,2,1,2,3,-1,5,0
2018,1,1,3,1,2,3,-1,6,0
2018,1,0,,3,2,5,1,5,0
2017,0,1,3,1,1,2,0,5,0
2017,0,0,,1,1,2,0,2,0
0,3,0,,2,2,4,0,4,0
0,3,1,0,1,1,2,0,2,0
2017,1,0,,3,1,4,2,4,0
2017,1,0,,2,2,4,0,4,0
2019,0,0,,2,1,3,1,3,0
2017,1,1,2,1,1,2,0,4,0
0,0,1,0,2,1,3,1,3,0
2016,1,1,3,1,2,3,-1,6,0
0,0,1,0,-,1,#VALUE!,#VALUE!,#VALUE!,0
0,1,0,,1,1,2,0,2,0
2018,0,1,3,1,1,2,0,5,0
2017,0,1,2,1,1,2,0,4,0
2018,1,0,1,2,1,3,1,4,0
2017,2,3,,2,2,4,0,4,0
0,0,1,3,1,1,2,0,5,0
2017,0,1,3,1,2,3,-1,6,0
2020,0,1,2,2,2,4,0,6,0
2017,1,0,,3,1,4,2,4,0
2017,1,2,,2,1,3,1,3,0
2017,0,1,2,1,2,3,-1,5,0
2018,0,1,3,1,1,2,0,5,0
2019,0,1,1,1,2,3,-1,4,0
0,2,2,2,1,1,2,0,4,0
2017,1,1,0,0,1,1,-1,1,0
2016,1,2,3,1,1,2,0,5,0
2018,1,1,1,1,2,3,-1,4,0
2018,1,0,,3,1,4,2,4,0
2018,0,3,,0,1,1,-1,1,0
2019,0,1,1,1,2,3,-1,4,0
2017,1,2,1,1,0,1,1,2,0
2019,0,0,,1,0,1,1,1,0
2020,0,2,1,1,2,3,-1,4,0
2017,1,0,,2,2,4,0,4,0
2018,1,1,2,1,1,2,0,4,0
2017,1,0,,1,1,2,0,2,0
2017,1,0,,1,1,2,0,2,0
2012,0,1,2,0,0,0,0,2,0
2017,1,1,1,1,1,2,0,3,0
2018,1,3,,0,0,0,0,0,0
2018,1,0,,3,2,5,1,5,0
2019,1,1,3,1,3,4,-2,7,0
2017,0,0,,3,2,5,1,5,0
2017,0,1,1,1,3,4,-2,5,0
2018,0,1,3,2,2,4,0,7,0
2018,1,1,1,2,2,4,0,5,0
2018,1,2,2,1,1,2,0,4,0
2018,1,0,,1,1,2,0,2,0
2018,1,1,3,1,2,3,-1,6,0
2018,1,2,,2,1,3,1,3,0
2011,0,1,3,1,2,3,-1,6,1
2018,1,2,,2,1,3,1,3,0
0,1,1,3,2,3,5,-1,8,1
2018,1,1,1,1,0,1,1,2,0
2019,1,0,,3,1,4,2,4,0
2018,1,2,2,1,1,2,0,4,0
2019,0,2,3,2,2,4,0,7,0
2017,0,2,3,1,1,2,0,5,0
2018,0,1,2,1,1,2,0,4,0
2019,0,1,1,0,0,0,0,1,0
0,0,1,1,3,1,4,2,5,0
2020,0,2,0,0,1,1,-1,1,0
2019,0,0,,1,1,2,0,2,0
0,3,3,,1,1,2,0,2,0
2017,1,3,,2,1,3,1,3,0
2018,1,2,1,2,3,5,-1,6,0
2018,0,2,3,1,2,3,-1,6,0
2017,1,1,3,2,1,3,1,6,0
2018,1,1,1,1,1,2,0,3,0
2017,1,1,3,-,2,#VALUE!,#VALUE!,#VALUE!,0
2018,1,0,,2,2,4,0,4,0
2017,0,2,2,0,1,1,-1,3,0
2017,1,1,2,2,2,4,0,6,0
2018,1,1,3,1,0,1,1,4,0
2017,1,1,1,1,1,2,0,3,0
2018,0,1,3,1,2,3,-1,6,1
2017,0,3,,1,2,3,-1,3,0
2018,0,1,1,1,1,2,0,3,0
2018,1,0,,,1,1,-1,1,0
2018,1,0,,2,1,3,1,3,0
2018,1,0,,3,2,5,1,5,0
2017,1,2,3,1,1,2,0,5,0
0,0,1,0,1,3,4,-2,4,0
0,0,1,0,-,2,#VALUE!,#VALUE!,#VALUE!,0
2019,1,1,2,0,1,1,-1,3,0
2017,1,1,2,1,1,2,0,4,0
2018,1,1,3,1,1,2,0,5,0
2018,0,0,,3,2,5,1,5,0
2017,1,1,3,2,2,4,0,7,0
2018,1,1,3,2,1,3,1,6,0
2018,1,0,,2,1,3,1,3,0
2018,1,0,,3,3,6,0,6,0
2017,0,1,2,1,1,2,0,4,0
2020,0,2,1,2,2,4,0,5,0
2019,0,2,1,2,1,3,1,4,0
2020,0,1,2,0,1,1,-1,3,0
2018,1,1,1,1,1,2,0,3,0
2018,1,0,,2,2,4,0,4,0
2018,0,1,1,1,1,2,0,3,0
2018,1,1,1,1,2,3,-1,4,0
2019,0,1,2,1,1,2,0,4,0
0,3,1,2,1,2,3,-1,5,0
2020,0,1,3,1,1,2,0,5,0
2020,0,1,0,1,2,3,-1,3,0
2018,1,2,3,2,2,4,0,7,0
2017,0,2,2,1,1,2,0,4,0
2017,1,1,3,1,1,2,0,5,0
0,1,0,,2,3,5,-1,5,0
2020,0,1,1,1,0,1,1,2,0
2020,0,1,3,1,2,3,-1,6,0
2019,2,3,,2,1,3,1,3,0
2017,1,2,1,1,1,2,0,3,0
2017,1,2,2,2,1,3,1,5,1
2014,0,0,,1,0,1,1,1,0
2018,1,2,0,0,0,0,0,0,0
2018,1,1,2,2,2,4,0,6,0
2018,1,2,,0,1,1,-1,1,0
2018,1,0,,2,2,4,0,4,0
2018,1,0,,1,1,2,0,2,0
2018,1,0,,1,1,2,0,2,0
2019,0,2,0,1,1,2,0,2,0
2018,1,1,3,1,1,2,0,5,0
0,3,3,,1,1,2,0,2,0
2018,1,2,3,2,1,3,1,6,0
2018,1,0,,3,2,5,1,5,0
2018,1,0,,2,1,3,1,3,0
2017,0,1,3,1,2,3,-1,6,0
2017,1,0,,3,3,6,0,6,0
2018,1,1,3,1,1,2,0,5,0
2017,1,0,,1,1,2,0,2,0
0,3,1,1,-,1,#VALUE!,#VALUE!,#VALUE!,0
2019,0,1,1,1,1,2,0,3,0
2018,1,2,0,1,1,2,0,2,0
2019,0,1,3,1,1,2,0,5,0
2019,1,0,,1,1,2,0,2,0
2018,1,1,3,1,1,2,0,5,0
2016,1,2,1,1,1,2,0,3,0
2020,0,1,3,0,0,0,0,3,0
2019,0,0,,,1,1,-1,1,0
2018,1,0,,3,3,6,0,6,0
2018,1,2,1,2,3,5,-1,6,0
2019,0,3,,1,2,3,-1,3,0
2005,0,2,3,0,2,2,-2,5,0
2017,0,0,,2,1,3,1,3,0
2018,0,2,1,1,1,2,0,3,0
2018,1,0,,3,2,5,1,5,0
2019,1,1,1,1,0,1,1,2,0
2016,3,3,,1,1,2,0,2,0
2020,0,2,1,2,1,3,1,4,0
2017,0,2,1,1,2,3,-1,4,0
2018,0,0,,3,3,6,0,6,0
2018,1,1,0,0,0,0,0,0,0
2018,0,1,1,1,2,3,-1,4,0
2019,0,1,1,2,2,4,0,5,0
2012,0,0,,1,1,2,0,2,0
2017,0,1,0,2,2,4,0,4,0
2019,1,0,,1,1,2,0,2,0
2019,0,2,2,2,1,3,1,5,0
2018,1,2,,2,1,3,1,3,0
2018,1,2,,2,1,3,1,3,1
2019,0,2,2,1,2,3,-1,5,0
0,0,0,,3,3,6,0,6,0
2016,0,1,1,2,3,5,-1,6,0
2019,0,1,1,2,2,4,0,5,0
2017,0,2,0,0,0,0,0,0,0
2018,1,0,,2,1,3,1,3,0
2017,0,3,,2,2,4,0,4,0
2017,1,0,,3,3,6,0,6,0
2020,0,2,1,1,1,2,0,3,0
2018,0,0,,2,2,4,0,4,0
2018,0,1,1,1,2,3,-1,4,0
2018,1,1,2,1,2,3,-1,5,0
2019,1,1,2,1,2,3,-1,5,0
2019,0,1,1,1,2,3,-1,4,0
2018,1,2,2,1,1,2,0,4,0
2017,1,1,1,2,2,4,0,5,0
2019,2,3,,1,2,3,-1,3,0
2017,1,0,,3,3,6,0,6,0
2018,1,2,2,1,2,3,-1,5,0
2017,0,2,0,1,2,3,-1,3,0
2017,0,1,1,1,1,2,0,3,0
2019,0,1,1,1,1,2,0,3,0
2017,1,2,3,2,2,4,0,7,0
2018,0,1,1,2,2,4,0,5,0
0,3,1,0,1,2,3,-1,3,0
2018,1,2,,1,1,2,0,2,0
2018,1,1,1,1,1,2,0,3,0
0,3,1,1,1,2,3,-1,4,0
2018,1,0,,2,2,4,0,4,0
2018,0,2,,1,1,2,0,2,0
2019,1,0,,2,2,4,0,4,0
0,3,1,1,-,1,#VALUE!,#VALUE!,#VALUE!,0
2018,1,0,,1,1,2,0,2,0
0,0,2,,1,2,3,-1,3,0
2018,0,0,,2,1,3,1,3,0
2017,0,3,,1,0,1,1,1,0
2017,1,0,,3,2,5,1,5,1
0,1,2,0,3,2,5,1,5,0
2018,1,0,,1,1,2,0,2,0
0,3,0,,2,2,4,0,4,0
2018,0,0,,1,1,2,0,2,0
2018,1,0,,3,3,6,0,6,0
2018,1,0,,2,2,4,0,4,0
2017,0,2,3,3,3,6,0,9,0
2018,1,1,3,1,1,2,0,5,0
2017,1,1,2,2,3,5,-1,7,0
2013,0,1,2,1,2,3,-1,5,0
2017,1,2,0,0,1,1,-1,1,0
2018,1,2,0,3,-,#VALUE!,#VALUE!,#VALUE!,0
2017,0,2,1,1,1,2,0,3,0
0,3,3,,1,1,2,0,2,0
2019,0,0,,2,2,4,0,4,0
2018,0,2,1,1,2,3,-1,4,0
2018,1,0,,2,1,3,1,3,0
2018,1,1,3,1,2,3,-1,6,0
2017,1,1,1,1,1,2,0,3,0
2017,1,0,,1,1,2,0,2,0
2019,1,1,1,1,1,2,0,3,0
0,0,1,2,1,1,2,0,4,0
2018,0,1,0,1,1,2,0,2,0
2018,1,1,2,1,1,2,0,4,0
2017,1,1,0,0,0,0,0,0,0
2017,1,0,,2,2,4,0,4,0
2017,1,1,1,2,2,4,0,5,0
2019,0,1,0,2,2,4,0,4,0
2017,1,0,,1,2,3,-1,3,0
0,0,3,,2,2,4,0,4,0
2017,0,0,,3,2,5,1,5,0
2016,1,1,3,1,1,2,0,5,0
2017,0,1,2,2,2,4,0,6,0
2018,1,1,0,2,3,5,-1,5,0
2018,0,2,1,1,2,3,-1,4,0
2019,0,2,1,1,1,2,0,3,0
2018,1,1,3,3,3,6,0,9,0
2018,1,2,1,1,2,3,-1,4,0
2019,0,2,1,2,2,4,0,5,0
2018 ,0,1,1,2,1,3,1,4,0
2019,0,2,2,2,3,5,-1,7,0
2018,1,3,,1,0,1,1,1,0
2018,1,0,,1,1,2,0,2,0
2018,1,0,,1,1,2,0,2,0
2016,3,1,0,1,2,3,-1,3,0
2018,1,0,,1,2,3,-1,3,0
2020,0,1,0,2,1,3,1,3,0
2016,3,1,2,2,2,4,0,6,0
2018,1,0,,1,1,2,0,2,0
2018,1,1,2,2,1,3,1,5,0
2018,1,0,,1,0,1,1,1,0
2017,1,1,2,2,2,4,0,6,0
2018,0,2,1,1,1,2,0,3,0
2020,0,0,,1,1,2,0,2,0
2017,0,1,2,3,2,5,1,7,1
2019,1,0,,1,1,2,0,2,0
2016,3,1,2,2,1,3,1,5,0
2018,1,0,,1,1,2,0,2,0
2017,1,2,2,2,2,4,0,6,1
2019,1,0,,2,2,4,0,4,0
2020,0,2,0,1,2,3,-1,3,0
2020,0,1,0,1,1,2,0,2,0
2019,0,2,3,1,1,2,0,5,0
2018,1,0,,3,2,5,1,5,0
2018,1,0,,1,2,3,-1,3,0
2019,1,3,,2,1,3,1,3,0
2017,1,1,2,0,1,1,-1,3,0
0,3,2,2,1,1,2,0,4,0
2017,0,1,1,2,,2,2,3,0
2017,0,2,1,1,1,2,0,3,0
2018,1,2,1,1,2,3,-1,4,0
2018,0,1,3,1,1,2,0,5,0
2018,0,2,1,1,1,2,0,3,0
2020,0,2,1,1,1,2,0,3,0
2018,0,1,1,2,,2,2,3,0
2017,0,2,1,0,0,0,0,1,0
2019,1,0,,2,2,4,0,4,0
2017,1,2,2,1,2,3,-1,5,0
2018,1,3,,1,1,2,0,2,0
2019,0,2,0,1,1,2,0,2,0
2018,0,1,1,1,1,2,0,3,0
2018,0,2,1,1,1,2,0,3,0
2018,0,2,1,1,2,3,-1,4,0
2018,0,1,0,2,2,4,0,4,0
0,3,0,,2,2,4,0,4,0
2017,0,2,2,1,3,4,-2,6,0
2017,1,0,,2,2,4,0,4,0
2016,2,2,,2,3,5,-1,5,0
2016,1,0,,2,1,3,1,3,0
2017,1,2,,1,2,3,-1,3,0
2019,0,2,2,1,,1,1,3,0
2017,1,3,,1,0,1,1,1,0
2017,0,3,,2,1,3,1,3,0
2018,0,2,1,1,3,3,-2,4,0
2018,1,0,,3,2,5,1,5,0
2018,0,1,1,2,1,3,1,4,0
2017,1,1,1,2,1,3,1,4,0
2019,0,2,2,2,1,3,1,5,1
2019,0,0,,1,2,3,-1,3,0
2018,0,3,,1,2,3,-1,3,0
2017,1,3,,1,1,2,0,2,0
2017,1,1,1,1,1,2,0,3,0
2018,0,1,1,1,1,2,0,3,0
2019,0,0,,3,2,5,1,5,0
2016,0,0,,2,2,4,0,4,0
2019,0,2,1,2,2,4,0,5,0
2019,1,1,2,1,0,1,1,3,0
0,0,2,1,2,2,4,0,5,0
2018,1,1,2,0,1,1,-1,3,0
0,3,2,2,0,0,0,0,2,0
2018,1,1,2,0,1,1,-1,3,0
2018,1,0,,2,1,3,1,3,0
2018,0,1,0,2,3,5,-1,5,0
2018,0,3,,1,1,2,0,2,0
2019,1,0,,2,2,4,0,4,0
2018,1,2,1,1,2,3,-1,4,0
2018,0,2,2,3,3,6,0,8,1
2017,0,0,,1,1,2,0,2,0
2017,1,1,1,2,1,3,1,4,0
2017,1,0,,2,2,4,0,4,0
2018,0,3,,2,2,4,0,4,0
2017,1,0,,3,3,6,0,6,0
2017,0,0,,2,2,4,0,4,0
0,3,3,,0,1,1,-1,1,0
2018,1,1,1,0,0,0,0,1,0
2018,1,1,2,0,0,0,0,2,0
2017,0,1,1,1,1,2,0,3,0
2018,1,0,,3,3,6,0,6,0
2017,2,2,2,2,2,4,0,6,0
2019,0,2,1,1,1,2,0,3,0
2018,0,1,1,2,2,4,0,5,0
2018,1,1,1,1,1,2,0,3,0
2017,1,0,,3,2,5,1,5,0
2018,1,1,1,1,2,3,-1,4,0
2019,0,2,2,2,2,4,0,6,1
2018,1,3,,0,1,1,-1,1,0
2020,0,0,1,1,1,2,0,3,0
2018,0,1,1,3,3,6,0,7,0
2019,1,0,,2,1,3,1,3,0
2018,1,0,,3,3,6,0,6,0
2018,1,0,,3,1,4,2,4,0
0,0,1,2,3,2,5,1,7,0
2017,0,1,2,1,1,2,0,4,0
2018,0,1,2,2,1,3,1,5,0
0,3,1,1,1,0,1,1,2,0
0,1,1,3,1,1,2,0,5,0
0,1,2,1,1,2,3,-1,4,0
2019,0,2,1,2,1,3,1,4,0
2019,0,1,1,1,0,1,1,2,0
2019,0,0,,2,1,3,1,3,0
2017,0,1,3,3,3,6,0,9,0
2020,0,2,1,3,2,5,1,6,0
2017,1,2,1,1,1,2,0,3,0
2018,1,1,3,1,1,2,0,5,0
2018,0,1,1,1,2,3,-1,4,0
2019 ,0,3,,0,0,0,0,0,0
2017,1,1,1,2,1,3,1,4,0
2019,0,3,,1,0,1,1,1,0
2018,1,0,,3,2,5,1,5,0
2015,0,0,,2,0,3,2,3,0
2018,0,1,3,1,0,1,1,4,0
