7,1,0,0,2,1,3,3,0,0
0,0,2,3,2,2,4,7,1,0
0,0,2,2,2,1,3,5,0,0
9,0,1,1,2,3,5,6,0,0
4,1,1,3,3,3,6,9,1,0
8,1,0,0,1,2,3,3,0,0
7,1,1,3,3,2,5,8,1,0
0,3,0,0,0,0,0,0,0,0
